# base ns_x144: t0 = 0.002262022034, T = 0.0022865, T - t0 = 2.447797e-05; raw rates from axi3dtl_ns144_nu5e-3_m0_rand.log
fraction,sigma_Tt,sigma_raw,t,trans,sigma_perp_Tt
0.006547,-1.955538,-8.041624e+04,0.0022621823,0.056,
0.013072,-1.755767,-7.267850e+04,0.0022623420,0.056,
0.019575,-1.570108,-6.542442e+04,0.0022625012,0.056,
0.026055,-1.395582,-5.853900e+04,0.0022626598,0.056,
0.032509,-1.230734,-5.196875e+04,0.0022628178,0.056,
0.038944,-1.072529,-4.559159e+04,0.0022629753,0.056,
0.045354,-0.925734,-3.961581e+04,0.0022631322,0.056,
0.051735,-0.788888,-3.398679e+04,0.0022632884,0.055,
0.058088,-0.668426,-2.899128e+04,0.0022634439,0.055,
0.064412,-0.561349,-2.451168e+04,0.0022635987,0.055,
0.070703,-0.469402,-2.063549e+04,0.0022637527,0.055,
0.076966,-0.389552,-1.724138e+04,0.0022639060,0.054,
0.083196,-0.318719,-1.420220e+04,0.0022640585,0.054,
0.089397,-0.257008,-1.153035e+04,0.0022642103,0.054,
0.095570,-0.199657,-9.018521e+03,0.0022643614,0.054,
0.101715,-0.148346,-6.746638e+03,0.0022645118,0.053,
0.107830,-0.101510,-4.648199e+03,0.0022646615,0.053,
0.113913,-0.059200,-2.729423e+03,0.0022648104,0.053,
0.119968,-0.023125,-1.073504e+03,0.0022649586,0.053,
0.125998,0.009955,4.653399e+02,0.0022651062,0.053,
0.131995,0.040004,1.882796e+03,0.0022652530,0.052,
0.137968,0.072006,3.412482e+03,0.0022653992,0.052,
0.143908,0.105993,5.058047e+03,0.0022655446,0.052,
0.149823,0.145380,6.985850e+03,0.0022656894,0.052,
0.155710,0.188549,9.123413e+03,0.0022658335,0.052,
0.161568,0.235562,1.147791e+04,0.0022659769,0.051,
0.167398,0.284767,1.397259e+04,0.0022661196,0.051,
0.173203,0.334480,1.652710e+04,0.0022662617,0.051,
0.178980,0.386449,1.922928e+04,0.0022664031,0.051,
0.184732,0.440717,2.208430e+04,0.0022665439,0.050,
0.190456,0.499077,2.518558e+04,0.0022666840,0.050,
0.196151,0.558084,2.836283e+04,0.0022668234,0.049,
0.201821,0.617758,3.161862e+04,0.0022669622,0.049,
0.207463,0.674559,3.477160e+04,0.0022671003,0.049,
0.213084,0.730242,3.791082e+04,0.0022672379,0.048,
0.218673,0.782990,4.094002e+04,0.0022673747,0.047,
0.224241,0.830961,4.376013e+04,0.0022675110,0.047,
0.229781,0.875894,4.645817e+04,0.0022676466,0.046,
0.235296,0.915916,4.893134e+04,0.0022677816,0.045,
0.240782,0.952785,5.126883e+04,0.0022679159,0.044,
